,nome,ativo,classes,documento,classe_pred
197,dugar,tigeciclina,"Pó Liofilizado para Solução Injetável, Antibióticos Sistêmicos Simples, Venda sob prescrição médica, Hospitalar","Dugar® (tigeciclina) é indicado para o tratamento de infecções causadas pelos microrganismos sensíveis mencionados abaixo, nas condições clínicas relatadas a seguir em pacientes com idade maior ou igual a 18 anos: Infecções de pele e partes moles complicadas (tecidos próximos ou abaixo da pele) causadas por Escherichia coli, Enterococcus faecalis (apenas isolados sensíveis à vancomicina, um outro antibiótico), Staphylococcus aureus (isolados resistentes e sensíveis à meticilina, um outro antibiótico), incluindo casos de bacteremia (presença da bactéria no sangue) concomitante, Streptococcus agalactiae, Streptococcus anginosus (inclui S. anginosus, S. intermedius e S. constellatus), Streptococcus pyogenes, Enterobacter cloacae, Bacteroides fragilis e Klebisiella pneumoniae. Infecções intra-abdominais complicadas causadas por Citrobacter freundii, Enterobacter cloacae, Escherichia coli, Klebsiella oxytoca, Klebsiella pneumoniae (incluindo produtoras de ESBL, o que determina resistência a alguns antibióticos), Enterococcus faecalis (apenas isolados sensíveis à vancomicina), Staphylococcus aureus (isolados sensíveis e resistentes à meticilina) incluindo casos de bacteremia concomitante, Streptococcus anginosus (inclui S. anginosus, S. intermedius e S. constellatus), Bacteroides fragilis, Bacteroides thetaiotaomicron, Bacteroides uniformis, Bacteroides vulgatus, Clostridium perfringens e Peptostreptococcus micros. Pneumonia adquirida na comunidade causada por Chlamydia pneumoniae, Haemophilus influenzae, Legionella pneumophila, Mycoplasma pneumoniae, e Streptococcus pneumoniae (isolados sensíveis à penicilina, um outro antibiótico), incluindo casos de bacteremia concomitante. Este medicamento não é indicado para tratamento de infecções de feridas no pé de pacientes diabéticos, conhecidas como “pé diabético”. Este medicamento não é indicado para o tratamento de pneumonia hospitalar ou associada à ventilação mecânica.",2
132,ventus,furoato de mometasona,"Solução, Venda sob prescrição médica, Prescrição Médica, Corticosteróides Nasais","Ventus (furoato de mometasona) é indicado no tratamento de rinite alérgica, pólipos nasais, rinossinusite e como tratamento complementar nos episódios agudos de rinossinusite.",2
164,levofloxacino-iv,levofloxacino hemi-hidratado,"Solução Injetável, Antibióticos Sistêmicos Simples, Retenção - só pode ser vendido com retenção de receita, Hospitalar","Este medicamento é indicado no tratamento de infecções bacterianas causadas por agentes sensíveis ao levofloxacino, tais como: - Infecções do trato respiratório superior e inferior, incluindo sinusite, exacerbações agudas de bronquite crônica e pneumonia; - Infecções da pele e tecido subcutâneo complicadas e não complicadas, tais como impetigo, abscessos, furunculose, celulite e erisipela; - Infecções do trato urinário, incluindo pielonefrite; - Osteomielite.",2
219,sinot-clav-comprimido,(amoxicilina tri-hidratada + clavulanato de potássio),"Pó para Suspensão, Retenção - só pode ser vendido com retenção de receita, Prescrição Médica","Sinot Clav (amoxicilina tri-hidratada + clavulanato de potássio) deve ser utilizado de acordo com as diretrizes locais para prescrição de antibióticos e dados de sensibilidade. Aamoxicilina tri-hidratada + clavulanato de potássio é um agente antibiótico com espectro de ação notavelmente amplo contra os patógenos bacterianos de ocorrência comum na clínica geral e em hospitais. A ação inibitória da betalactamase do clavulanato estende o espectro da amoxicilina, abrangendo uma variedade maior de microrganismos, entre eles muitos dos que são resistentes a outros antibióticos betalactâmicos. Sinot Clav (amoxicilina tri-hidratada + clavulanato de potássio) para administração oral, duas vezes ao dia, é indicado para tratamento de curta duração de infecções bacterianas nos casos relacionados abaixo, quando se suspeita que a causa sejam cepas produtoras de betalactamase resistentes à amoxicilina (em outras situações, deve-se considerar o uso isolado da amoxicilina): - Infecções do trato respiratório superior (inclusive ouvido, nariz e garganta), em particular sinusite, otite média e tonsilite recorrente. Essas infecções são frequentemente causadas por Streptococcus pneumoniae, Haemophilus influenzae*, Moraxella catarrhalis* e Streptococcus pyogenes; - Infecções do trato respiratório inferior, em particular exacerbações agudas de bronquite crônica (especialmente se for grave) e broncopneumonia. Essas infecções são frequentemente causadas por Streptococcus pneumoniae, Haemophilus influenzae* e Moraxella catarrhalis*; - Infecções do trato geniturinário, em particular cistite (especialmente se for recorrente ou complicada, excluindo-se prostatite); essas infecções são frequentemente causadas por Enterobacteriaceae* (sobretudo Escherichia coli*), Staphylococcus saprophyticus e espécies de Enterococcus*; - Infecções da pele e tecidos moles, em particular celulite, mordidas de animais e abscesso dentário grave com celulite disseminada. Essas infecções são frequentemente causadas por Staphylococcus aureus*, Streptococcus pyogenes e espécies de Bacteroides*. * Algumas cepas dessas espécies de bactérias produzem betalactamase, tornando-se resistentes à amoxicilina isolada. A sensibilidade ao Sinot Clav (amoxicilina tri-hidratada + clavulanato de potássio) irá variar com a região e com o tempo. Sempre que disponíveis, dados de sensibilidade locais devem ser consultados. Sempre que necessário, amostragem microbiológica e testes de sensibilidade devem ser realizados. As infecções mistas causadas por microrganismos sensíveis à amoxicilina e por microrganismos produtores de betalactamase sensíveis ao Sinot Clav (amoxicilina tri-hidratada + clavulanato de potássio), podem ser tratadas com este produto. Essas infecções não devem necessitar da adição de outro antibiótico resistente às betalactamases.",2
133,ampicilina,ampicilina,"Cápsula dura, Penicilina de Amplo Espectro, Retenção - só pode ser vendido com retenção de receita, Genéricos","A ampicilina está indicada no tratamento de diversas infecções causadas por microorganismos sensíveis a este medicamento. São elas: − Infecções do trato urinário (infecções urinárias); − Infecções do trato respiratório (amidalites, sinusites, pneumonias); − Infecções do trato digestivo e biliar (infecções intestinais e da vesícula biliar); − Infecções localizadas ou sistêmicas (generalizadas), especialmente as causadas por germes do grupo enterococos, Haemophilus, Proteus, Salmonella e E. coli; − Infecções bucais, extrações dentárias infectadas e outras intervenções cirúrgicas.",2
228,sinot-po,amoxicilina tri-hidratada,"Comprimido, Antibióticos Sistêmicos Simples, Retenção - só pode ser vendido com retenção de receita, Prescrição Médica",Sinot (amoxicilina tri-hidratada) é um antibiótico de amplo espectro indicado para o tratamento de infecções bacterianas causadas por germes sensíveis à ação da amoxicilina.,2
167,praiva-iv,cloridrato de moxifloxacino,,"PraIVA (cloridrato de moxifloxacino) solução para infusão é indicado para o tratamento das seguintes infecções causadas por bactérias sensíveis: • pneumonia adquirida na comunidade (PAC) incluindo PAC causada por bactérias resistentes a alguns antibióticos*; • infecções complicadas de pele e anexos (inclusive infecções do pé diabético);• infecções intra-abdominais complicadas, incluindo infecções causadas por várias bactérias, como abscessos. * Streptococcus pneumoniae multirresistente, incluindo isolados conhecidos como S. pneumoniae resistente a penicilina, e cepas resistentes a dois ou mais dos seguintes antibióticos: penicilina (CIM ≥ 2 μg/mL), cefalosporinas de 2a geração (por exemplo, cefuroxima), macrolídeos, tetraciclinas e trimetoprima/sulfametoxazol. Devem-se considerar as recomendações relacionadas ao uso apropriado de agentes antibióticos.",2
111,amoxicilina-tri-hidratada-clavulanato-de-potassio-po-para-suspensao-oral,amoxicilina tri-hidratada + clavulanato de potássio,"Pó para Solução, Retenção - só pode ser vendido com retenção de receita, Genéricos",A amoxicilina tri-hidratada + clavulanato de potássio é um antibiótico usado em adultos e crianças indicado para tratamento de infecções em diferentes partes do corpo que são causadas por determinados tipos de bactérias.,2
168,piperacilina-sodica-tazobactam-sodico,piperacilina sódica + tazobactam sódico,"Pó Liofilizado para Solução Injetável, Penicilinas Penicilinase - Resistentes, Retenção - só pode ser vendido com retenção de receita, Hospitalar","A piperacilina sódica + tazobactam sódico é indicada para o tratamento das seguintes infecções bacterianas: Adultos 1. Infecções do aparelho respiratório inferior (pneumonias). 2. Infecções das vias urinárias. 3. Infecções intra-abdominais. 4. Infecções da pele e tecidos moles. 5. Infecção generalizada bacteriana (sepse). 6. Infecções ginecológicas, incluindo infecção da parede interna do útero no pós-parto e doença inflamatória do aparelho reprodutor feminino. 7. Infecções neutropênicas febris. É recomendado o tratamento em associação a um antibiótico aminoglicosídeo. 8. Infecções dos ossos e articulações. 9. Infecções polimicrobianas (mais de um microrganismo causador). Crianças acima de 2 anos de idade 1. Infecções febris em pacientes pediátricos, que apresentem baixa quantidade de células sanguíneas responsáveis pela defesa do organismo (neutrófilos). É recomendado o tratamento em associação a um aminoglicosídeo (classe de antibiótico como amicacina). 2. Infecções intra-abdominais. A piperacilina sódica + tazobactam sódico é indicada para garantir ampla cobertura e mantê-lo eficaz em debelar as infecções causadas pelas bactérias sensíveis à piperacilina sódica + tazobactam sódico. Converse com o seu médico e se oriente para que tipo de infecção você está recebendo esse medicamento.",2
223,praiva,cloridrato de moxifloxacino,"Comprimido Revestido, Antibióticos Sistêmicos Simples, Retenção - só pode ser vendido com retenção de receita, Prescrição Médica","Este medicamento é indicado para o tratamento de adultos (com idade igual ou acima de 18 anos) com: • infecções das vias respiratórias superiores e inferiores; - exacerbações agudas de bronquite crônica; - pneumonia adquirida na comunidade (PAC) incluindo PAC causada por cepas multirresistentes*; - sinusite aguda. • infecções não complicadas de pele e tecidos moles; • doença inflamatória pélvica não complicada (isto é, doenças do trato genital superior feminino, inclusive salpingite e endometrite); • infecções complicadas de pele e anexos (incluindo infecções do pé diabético); • infecções intra-abdominais complicadas, incluindo infecções polimicrobianas, como abscessos. * Streptococcus pneumoniae multirresistentes, incluindo isolados conhecidos como S. pneumoniae resistente a penicilina e cepas resistentes a dois ou mais dos seguintes antibióticos: penicilina (CIM ≥ 2 μg/mL), cefalosporinas de 2ª geração (por exemplo, cefuroxima), macrolídeos, tetraciclinas e trimetoprima/sulfametoxazol. Devem-se considerar as recomendações relacionadas ao uso apropriado de agentes antibióticos.",2
112,naire,bilastina,"Comprimido, Anti-histamínicos Sistêmicos, Venda sob prescrição médica, Prescrição Médica",Naire (bilastina) é indicado para o tratamento sintomático de rinoconjuntivite alérgica (intermitente ou persistente) e urticária.,2
147,veac-solucao-injetavel,voriconazol,"Pó Liofilizado para Solução Injetável, Antifúngicos, Venda sob prescrição médica, Hospitalar","Veac® voriconazol) (intravenoso – na veia) é indicado para o tratamento de aspergilose invasiva (infecção produzida por um fungo da espécie Aspergillus), infecções invasivas graves causadas por Candida, incluindo candidemia (presença de fungos da espécie Candida no sangue) e candidíase esofágica (infecção do esôfago por fungos da espécie Candida, inclusive por C. krusei) e por Scedosporium spp. e Fusarium spp. (outras espécies de fungos). Veac (voriconazol) deve ser administrado principalmente a pacientes com infecções progressivas e com risco de vida.",2
123,itraconazol,Itraconazol,"Cápsula dura, Antimicóticos Sistêmicos, Venda sob prescrição médica, Genéricos","O itraconazol é um medicamento utilizado no tratamento de infecções fúngicas (micoses) da vagina, pele, boca, olhos, unhas ou órgãos internos.",2
318,acido-zoledronico-5mg,ácido zoledrônico,"Solução Injetável, Antineoplásicos, Venda sob prescrição médica","Este medicamento é indicado para: • Tratamento da osteoporose em mulheres na pós-menopausa para reduzir a incidência de fraturas do quadril, vertebrais e não vertebrais e para aumentar a densidade mineral óssea; • Prevenção de osteoporose em mulheres com osteopenia na pós-menopausa; • Prevenção de fraturas clínicas após fratura de quadril em homens e mulheres na pós-menopausa; • Tratamento para aumentar a densidade óssea em homens com osteoporose; • Tratamento e prevenção de osteoporose induzida por glicocorticoides; • Tratamento da doença de Paget do osso.",3
135,norelbin,ditartarato de vinorelbina,"Solução Injetável, Antineoplásicos, Venda sob prescrição médica, Oncologia",Norelbin® (ditartarato de vinorelbina) está indicado como agente único ou em quimioterapia combinada em: - Câncer de pulmão de não pequenas células; - Câncer de mama metastático.,3
36,selene,(etinilestradiol + acetato de ciproterona),"Comprimido Revestido, Venda sob prescrição médica, Prescrição Médica","Para o tratamento de distúrbios andrógeno-dependentes na mulher, tais como a acne, principalmente nas formas pronunciadas e naquelas acompanhadas de seborreia, inflamações ou formações de nódulos (acne papulopustulosa, acne nodulocística); casos leves de hirsutismo; síndrome de ovários policísticos (SOP). Para o tratamento da acne, Selene® deve ser usado quando terapia tópica ou tratamentos com antibióticos sistêmicos não forem considerados adequados. Embora o medicamento Selene® também funcione como um contraceptivo oral, ele não deve ser utilizado exclusivamente em mulheres para contracepção, mas sim reservado apenas para mulheres que necessitam de tratamento para as condições andrógeno-dependentes descritas. Recomenda-se ainda, que o tratamento seja retirado de 3 a 4 ciclos após a condição indicada ter sido resolvida e que o Selene® não seja continuado unicamente para fornecer contracepção oral.",3
134,amalfi,isotretinoína,"Cápsula mole, Anti-inflamatórios, Venda sob prescrição médica, Prescrição Médica",A isotretinoína é indicada para o tratamento de formas graves de acne (nódulo-cística e conglobata e acne com risco de cicatrizes permanentes) e quadros de acne resistentes a terapêuticas anteriores (antibióticos sistêmicos e agentes tópicos).,3
189,dacarb,dacarbazina,"Pó Liofilizado para Solução Injetável, Antineoplásicos, Venda sob prescrição médica, Oncologia","Dacarb® (dacarbazina) é indicado no tratamento de melanoma maligno metastático. Além disto, Dacarb® (dacarbazina) é indicado na doença de Hodgkin, como uma terapia de segunda linha, quando em combinação com outros agentes eficazes.",3
139,duomo-3,mesilato de doxazosina,"Comprimido, Anti-hipertensivos, Venda sob prescrição médica, Prescrição Médica","Hiperplasia prostática benigna Duomo® (mesilato de doxazosina) é indicado para o tratamento dos sintomas clínicos da hiperplasia prostática benigna (HPB), assim como para o tratamento da redução do fluxo urinário associada à HPB. Duomo® (mesilato de doxazosina) pode ser administrado em pacientes com HPB que sejam hipertensos ou normotensos. Enquanto não são observadas alterações clinicamente significativas na pressão sanguínea de pacientes normotensos com HPB, pacientes com HPB e hipertensão apresentam ambas as condições tratadas efetivamente com monoterapia com Duomo® (mesilato de doxazosina). Hipertensão Duomo® (mesilato de doxazosina) é indicado para o tratamento da hipertensão e pode ser utilizado como agente inicial para o controle da pressão sanguínea na maioria dos pacientes. Em pacientes sem controle adequado com um único agente anti-hipertensivo, Duomo® (mesilato de doxazosina) pode ser administrado em associação a outros agentes, tais como diuréticos tiazídicos, betabloqueadores, antagonistas de cálcio ou agentes inibidores da enzima conversora de angiotensina.",3
185,hormus,undecilato de testosterona,"Solução Injetável, Andrógenos Simples, Retenção - só pode ser vendido com retenção de receita, Prescrição Médica",Reposição de testosterona em hipogonadismo masculino primário e secundário.,3
312,iban,Iban (ibandronato de sódio) monidratado,"Comprimido Revestido, Venda sob prescrição médica, Prescrição Médica","O Iban (ibandronato de sódio) é indicado para o tratamento da osteoporose pós-menopausa, com a finalidade de reduzir o risco de fraturas vertebrais. Em um subgrupo de pacientes de risco, com escore T < -3,0 DP no colo do fêmur, o Iban (ibandronato de sódio) também demonstrou reduzir o risco de fraturas não vertebrais. Tratamento da osteoporose: a osteoporose pode ser confirmada pelo achado de baixo índice de massa óssea (escore T < -2,0 DP) e pela presença de histórico de fratura osteoporótica ou de baixo índice de massa óssea (escore T < -2,5 DP) na ausência de fratura osteoporótica preexistente documentada.",3
184,folinato-de-calcio,folinato de cálcio,"Pó Liofilizado para Solução Injetável, Antimetabólitos Antagonistas do Ácido Folíco, Venda sob prescrição médica, Oncologia","O folinato de cálcio está indicado após o uso de altas doses de metotrexato, na terapia do osteossarcoma, como antídoto para diminuir a toxicidade e amenizar efeitos adversos da eliminação deficiente do metotrexato, na superdose inadvertida dos antagonistas do ácido fólico, como parte do tratamento quimioterapêutico, no cuidado de várias formas de câncer e no tratamento das anemias megaloblásticas, por deficiência de folatos, quando a terapia oral não é adequada.",3
238,duomo-hp,mesilato de doxasozina + finasterida,"Cápsula dura, Venda sob prescrição médica, Prescrição Médica","O medicamento Duomo HP® (mesilato de doxazosina + finasterida) está indicado no tratamento da hiperplasia prostática benigna em que haja sintomas relacionados à doença, como obstrução urinária ou sintomas obstrutivos (hesitação, intermitência, gotejamento, fluxo urinário fraco, esvaziamento incompleto da bexiga), sintomas irritativos (noctúria, frequência urinária, urgência, queimação), para redução de risco de retenção urinária aguda e redução de riscos de intervenções cirúrgicas, como ressecção transuretral da próstata e prostatectomia. Medicações contendo mesilato de doxazosina podem ser administradas tanto em pacientes hipertensos quanto normotensos. Enquanto as mudanças na pressão sanguínea em pacientes normotensos com HPB são clinicamente insignificantes, pacientes com hipertensão e HPB concomitantes têm tido ambas as condições efetivamente tratadas com o mesilato de doxazosina.",3
33,matiz,Acetato de abiraterona,"Comprimido, Antineoplásicos, Venda sob prescrição médica, Oncologia","O medicamento Matiz® (acetato de abiraterona), em combinação com prednisona ou prednisolona, é indicado para:    - o tratamento de pacientes com câncer de próstata metastático resistente à castração (mCRPC) que são assintomáticos ou levemente sintomáticos, após falha à terapia de privação androgênica.    - o tratamento de pacientes com câncer de próstata avançado metastático resistente à castração (mCRPC) e que receberam quimioterapia prévia com docetaxel.    O medicamento Matiz® (acetato de abiraterona), em combinação com prednisona e terapia de privação androgênica (agonista de hormônio liberador de gonadotrofina ou castração cirúrgica), é indicado para:    - o tratamento de pacientes com câncer de próstata metastático de alto risco, com diagnóstico recente, não tratados anteriormente com hormônios (mHNPC) ou pacientes que estavam em tratamento hormonal por não mais que três meses e continuam respondendo à terapia hormonal (mHSPC).",3
159,pietra-ed,dienogeste,"Comprimido Revestido, Progestagenos Simples, Venda sob prescrição médica",Tratamento da endometriose.,3
5,molieri-30,drospirenona + etinilestradiol,"Comprimido Revestido, Anticoncepcionais, Venda sob prescrição médica","Contraceptivo oral, com efeitos antimineralocorticoide e antiandrogênico que beneficiam tanto as mulheres que apresentam retenção de líquido de origem hormonal e seus sintomas, como as que apresentam acne e seborreia.",3
151,flusan,fluoruracila,"Solução Injetável, Venda sob prescrição médica, Oncologia","Este medicamento é destinado ao tratamento paliativo de tumores malignos, especialmente: - neoplasia maligna do reto; - neoplasia maligna do cólon; - neoplasia maligna da mama; - neoplasia maligna do estômago; - neoplasia maligna do pâncreas; - carcinoma de células hepáticas; - neoplasia maligna da vesícula e das vias biliares; - neoplasia maligna do colo do útero; - neoplasia maligna do ovário; - neoplasia maligna da bexiga. Flusan® (fluoruracila) não substitui cirurgia ou outras formas reconhecidas de tratamento e deve ser utilizada apenas quando estas medidas não forem possíveis, ou tenham sido tentadas sem sucesso.",3
163,risedronato,risedronato sódico,"Comprimido Revestido, Supressores da reabsorção ossea, Venda sob prescrição médica, Genéricos",PARA QUE ESTE MEDICAMENTO É INDICADO? Este medicamento é destinado ao tratamento da osteoporose (perda de material ósseo) em mulheres no período pós-menopausa com aumento no risco de fraturas.,3
165,proexty,Exemestano,"Comprimido Revestido, Antineoplásicos, Venda sob prescrição médica, Oncologia","Proexty (exemestano) é indicado para o tratamento adjuvante (auxiliar) em mulheres pós-menopausa (já entraram na menopausa) com câncer de mama inicial com receptor de estrogênio (hormônio feminino) positivo ou desconhecido tendo como objetivo a redução do risco de recorrência (voltar no mesmo local ou à distância), e a redução do risco de desenvolvimento de câncer na mama contralateral (na outra mama), após o tratamento com tamoxifeno durante 2 ou 3 anos. O tempo total do tratamento deve ser de 5 anos (sendo 2-3 anos com tamoxifeno e 2-3 anos de exemestano, de modo sequencial). Proexty (exemestano) é indicado para o tratamento de primeira linha (tratamento inicial) do câncer de mama avançado em mulheres pós-menopausa natural ou induzida. Este medicamento é indicado também para o tratamento de segunda linha (depois da falha do tratamento inicial) do câncer de mama avançado em mulheres pós-menopausa natural ou induzida, cuja doença progrediu após tratamento hormonal. Proexty (exemestano) também é indicado para o tratamento de terceira linha (depois da falha da segunda linha) do câncer de mama avançado em mulheres pós-menopausa natural ou induzida cuja doença progrediu após múltiplos tratamentos hormonais.",3
348,triancinolona-acetonida,Triancinolona Acetonida,"Pomada, Venda sob prescrição médica, Genéricos",A triancinolona acetonida é um corticosteroide sintético que possui ação anti-inflamatória atuando no alívio temporário de sintomas associados com lesões inflamatórias orais e lesões ulcerativas resultantes de trauma.,3
11,letrozol,letrozol,"Comprimido Revestido, Antineoplásicos, Venda sob prescrição médica, Oncologia","- Tratamento adjuvante de mulheres na pós-menopausa com câncer de mama inicial receptor hormonal positivo. - Tratamento adjuvante estendido de câncer de mama inicial em mulheres na pós-menopausa que tenham recebido terapia  adjuvante padrão prévia com tamoxifeno por 5 anos. - Tratamento de primeira linha no câncer de mama avançado hormônio dependente em mulheres na pós-menopausa. - Tratamento de câncer de mama avançado em mulheres na pós-menopausa (natural ou artificialmente induzida), que  tenham sido tratadas previamente com antiestrogênicos. - Terapia pré-operatória em mulheres na pós-menopausa com câncer de mama localmente avançado receptor hormonal  positivo, com a intenção de permitir cirurgia conservadora da mama para aquelas mulheres que não eram originalmente  consideradas candidatas a este tipo de cirurgia. O tratamento pós-cirúrgico subsequente deve seguir o tratamento padrão.",3
143,artico-caps,sulfato de glicosamina + sulfato de condroitina,"Cápsula mole, Outros Produtos Com Ação no Sistema Músculo Esquelético, Venda sob prescrição médica","O medicamento Ártico caps (sulfato de glicosamina + sulfato de condroitina) é destinado ao tratamento ""sintomático"" da dor associada às osteoartroses primária e secundária.",3
339,meloxicam-comprimido,meloxicam,"Comprimido, Anti-inflamatórios, Venda sob prescrição médica, Genéricos","meloxicam é indicado para o tratamento dos sintomas da artrite reumatoide e osteoartrite (doenças das articulações), aliviando a dor e a inflamação.",3
18,mesilato-de-imatinibe,mesilato de imatinibe,"Comprimido Revestido, Antineoplásicos, Venda sob prescrição médica, Oncologia","O mesilato de imatinibe é indicado para:  pacientes adultos e pediátricos (acima de 2 anos) com Leucemia Mieloide Crônica (LMC) cromossomo Philadelphia positivo (Ph+) recém diagnosticada e sem tratamento anterior;  - Pacientes adultos com Leucemia Mieloide Crônica (LMC) cromossomo Philadelphia positivo em crise blástica, fase acelerada ou fase crônica após falha ou intolerância à terapia com alfainterferona.  - Tratamento de pacientes adultos e pediátricos (acima de 1 ano) com Leucemia Linfoblástica Aguda (LLA Ph+) cromossomo Philadelphia positivo, recentemente diagnosticada, integrados com quimioterapia.",3
131,meloxicam-injetavel,meloxicam,"Solução Injetável, Anti-inflamatórios, Venda sob prescrição médica, Genéricos","Meloxicam é indicado para o tratamento dos sintomas da artrite reumatoide e osteoartrite (doenças das articulações), aliviando a dor e a inflamação.",3
335,mesilato-de-doxazosina,mesilato de doxazosina,"Comprimido, Anti-hipertensivos, Venda sob prescrição médica, Genéricos","Hiperplasia prostática benigna - HPB (aumento benigno da próstata) Mesilato de doxazosina é indicado para o tratamento dos sintomas da hiperplasia prostática benigna - HPB - (doença caracterizada pelo aumento benigno da próstata), assim como para o tratamento da redução do fluxo urinário associada à HPB. Mesilato de doxazosina pode ser administrado em pacientes com HPB que sejam hipertensos (sofram de pressão alta) ou normotensos (tenham pressão normal). Não são observadas alterações clinicamente significativas na pressão sanguínea de pacientes normotensos com HPB. Pacientes com HPB e hipertensão apresentam ambas as condições tratadas efetivamente com mesilato de doxazosina como monoterapia (um único remédio tratando as duas doenças). Hipertensão (pressão alta):Mesilato de doxazosina é indicado para o tratamento da hipertensão e pode ser utilizado como agente inicial para o controle da pressão sanguínea na maioria dos pacientes. Em pacientes sem controle adequado com um único agente anti-hipertensivo, mesilato de doxazosina pode ser administrado em associação a outros medicamentos para pressão alta, tais como diuréticos tiazídicos, betabloqueadores antagonistas de cálcio ou agentes inibidores da enzima conversora de angiotensina. Seu médico prescreverá a melhor opção de tratamento para o seu caso.",3
334,dorto,(risedronato sódico),"Comprimido Revestido, Prescrição Médica",D`Orto® (risedronato sódico) é destinado ao tratamento da osteoporose em mulheres no período pós-menopausa com aumento no risco de fraturas.,3
177,testosterona-undecilato-de,undecilato de testosterona,"Solução Injetável, Andrógenos Simples, Retenção - só pode ser vendido com retenção de receita, Genéricos",PARA QUE ESTE MEDICAMENTO É INDICADO?  Este medicamento é indicado na reposição de testosterona em homens que apresentam hipogonadismo primário e secundário.,3
178,acetato-de-clormadinona-etinilestradiol,clormadinona + etinilestradiol,"Granulado Revestido, Anticoncepcionais, Venda sob prescrição médica, Genéricos",acetato de clormadinona + etinilestradiol é indicado como anticoncepcional e para o tratamento da acne papulopustular moderada estritamente limitado à mulheres que deseajam a contracepção e para as quais o uso seguro do medicamento para contracepção foi cuidadosamente avaliado.,3
26,ifosfamida,ifosfamida,"Pó Liofilizado para Solução Injetável, Antineoplásicos, Venda sob prescrição médica, Oncologia","Ifosfamida é um medicamento indicado no tratamento de:  – carcinoma brônquico de células pequenas;  – carcinoma de ovário;  – carcinoma de mama;  – tumores de testículo; (seminoma, teratoma, teratocarcinoma);  – sarcoma de tecidos moles (leiomiossarcoma, rabdomiossarcoma e condrossarcoma);  – carcinoma de endométrio;  – carcinoma de rim hipernefroide;  – carcinoma de pâncreas;  – linfomas malignos (linfossarcoma, reticulossarcoma).  Seu emprego é restrito aos oncologistas especializados em quimioterapia e é de uso exclusivo em hospitais.",3
181,isotretinoina-20mg,isotretinoína,"Cápsula mole, Retenção - só pode ser vendido com retenção de receita, Genéricos",A isotretinoína é indicada para o tratamento de formas graves de acne (nódulo-cística e conglobata ou acne com risco de cicatrizes permanentes) e quadros de acne resistentes a tratamentos anteriores (antibióticos sistêmicos e medicamentos de uso tópico).,3
325,eroxym,pemetrexede dissódico,"Pó Liofilizado para Solução Injetável, Antineoplásicos, Venda sob prescrição médica, Oncologia","Este medicamento, em combinação com a cisplatina, é indicado para o tratamento de pacientes com mesotelioma pleural maligno irressecável ou não passível de cirurgia curativa. Eroxym (pemetrexede dissódico), em combinação com cisplatina, como quimioterapia inicial, é indicado para o tratamento de pacientes com câncer de pulmão de células não pequenas com histologia de células não escamosas localmente avançado ou metastático. Eroxym (pemetrexede dissódico), como agente isolado, é indicado para o tratamento de manutenção em pacientes com câncer de pulmão de células não pequenas com histologia de células não escamosas localmente avançado ou metastático, cuja doença não progrediu após 4 ciclos de quimioterapia a base de platina. Eroxym (pemetrexede dissódico), como agente isolado, após quimioterapia prévia, é indicado para o tratamento de pacientes com câncer de pulmão de células não pequenas com histologia de células não escamosas localmente avançado ou metastático. Eroxym (pemetrexede dissódico), em combinação com pembrolizumabe e quimioterapia à base de platina, é indicado para o tratamento de primeira linha em pacientes com câncer de pulmão de células não pequenas não escamoso, metastático e que não possuam mutação EGFR sensibilizante ou translocação ALK.",3
